Var1,Var2
MAR07227,Heparan sulfate degradation
MAR07228,Heparan sulfate degradation
MAR07229,Heparan sulfate degradation
MAR07230,Heparan sulfate degradation
MAR07231,Heparan sulfate degradation
MAR07232,Heparan sulfate degradation
MAR07233,Heparan sulfate degradation
MAR07234,Heparan sulfate degradation
MAR07235,Heparan sulfate degradation
MAR07236,Heparan sulfate degradation
MAR07237,Heparan sulfate degradation
MAR07238,Heparan sulfate degradation
MAR07239,Heparan sulfate degradation
MAR07240,Heparan sulfate degradation
MAR07241,Heparan sulfate degradation
MAR07242,Heparan sulfate degradation
MAR07243,Heparan sulfate degradation
MAR07244,Heparan sulfate degradation
MAR07245,Heparan sulfate degradation
MAR07246,Heparan sulfate degradation
MAR07247,Heparan sulfate degradation
MAR07248,Heparan sulfate degradation
MAR07249,Heparan sulfate degradation
MAR07250,Heparan sulfate degradation
MAR07571,Heparan sulfate degradation
MAR07572,Heparan sulfate degradation
MAR07573,Heparan sulfate degradation
MAR07335,Keratan sulfate biosynthesis
MAR07336,Keratan sulfate biosynthesis
MAR07337,Keratan sulfate biosynthesis
MAR07338,Keratan sulfate biosynthesis
MAR07339,Keratan sulfate biosynthesis
MAR07340,Keratan sulfate biosynthesis
MAR07341,Keratan sulfate biosynthesis
MAR07342,Keratan sulfate biosynthesis
MAR07343,Keratan sulfate biosynthesis
MAR07344,Keratan sulfate biosynthesis
MAR07345,Keratan sulfate biosynthesis
MAR07346,Keratan sulfate biosynthesis
MAR07347,Keratan sulfate biosynthesis
MAR07348,Keratan sulfate biosynthesis
MAR07349,Keratan sulfate biosynthesis
MAR07350,Keratan sulfate biosynthesis
MAR07351,Keratan sulfate biosynthesis
MAR07352,Keratan sulfate biosynthesis
MAR07353,Keratan sulfate biosynthesis
MAR07354,Keratan sulfate biosynthesis
MAR07355,Keratan sulfate biosynthesis
MAR07356,Keratan sulfate biosynthesis
MAR07357,Keratan sulfate biosynthesis
MAR07358,Keratan sulfate biosynthesis
MAR07359,Keratan sulfate biosynthesis
MAR07360,Keratan sulfate biosynthesis
MAR07361,Keratan sulfate biosynthesis
MAR07362,Keratan sulfate biosynthesis
MAR07363,Keratan sulfate biosynthesis
MAR07364,Keratan sulfate biosynthesis
MAR07365,Keratan sulfate biosynthesis
MAR07366,Keratan sulfate biosynthesis
MAR07367,Keratan sulfate biosynthesis
MAR07368,Keratan sulfate biosynthesis
MAR07369,Keratan sulfate biosynthesis
MAR07370,Keratan sulfate biosynthesis
MAR07442,Keratan sulfate biosynthesis
MAR07443,Keratan sulfate biosynthesis
MAR07444,Keratan sulfate biosynthesis
MAR07445,Keratan sulfate biosynthesis
MAR07446,Keratan sulfate biosynthesis
MAR07447,Keratan sulfate biosynthesis
MAR07448,Keratan sulfate biosynthesis
MAR07449,Keratan sulfate biosynthesis
MAR07450,Keratan sulfate biosynthesis
MAR07451,Keratan sulfate biosynthesis
MAR07471,Keratan sulfate biosynthesis
MAR07472,Keratan sulfate biosynthesis
MAR07473,Keratan sulfate biosynthesis
MAR07474,Keratan sulfate biosynthesis
MAR07475,Keratan sulfate biosynthesis
MAR07476,Keratan sulfate biosynthesis
MAR07477,Keratan sulfate biosynthesis
MAR07478,Keratan sulfate biosynthesis
MAR07479,Keratan sulfate biosynthesis
MAR07480,Keratan sulfate biosynthesis
MAR07373,Keratan sulfate degradation
MAR07375,Keratan sulfate degradation
MAR07376,Keratan sulfate degradation
MAR07377,Keratan sulfate degradation
MAR07378,Keratan sulfate degradation
MAR07379,Keratan sulfate degradation
MAR07380,Keratan sulfate degradation
MAR07381,Keratan sulfate degradation
MAR07382,Keratan sulfate degradation
MAR07383,Keratan sulfate degradation
MAR07384,Keratan sulfate degradation
MAR07385,Keratan sulfate degradation
MAR07386,Keratan sulfate degradation
MAR07387,Keratan sulfate degradation
MAR07388,Keratan sulfate degradation
MAR07389,Keratan sulfate degradation
MAR07390,Keratan sulfate degradation
MAR07391,Keratan sulfate degradation
MAR07392,Keratan sulfate degradation
MAR07393,Keratan sulfate degradation
MAR07394,Keratan sulfate degradation
MAR07395,Keratan sulfate degradation
MAR07396,Keratan sulfate degradation
MAR07397,Keratan sulfate degradation
MAR07398,Keratan sulfate degradation
MAR07399,Keratan sulfate degradation
MAR07400,Keratan sulfate degradation
MAR07401,Keratan sulfate degradation
MAR07402,Keratan sulfate degradation
MAR07403,Keratan sulfate degradation
MAR07404,Keratan sulfate degradation
MAR07405,Keratan sulfate degradation
MAR07406,Keratan sulfate degradation
MAR07407,Keratan sulfate degradation
MAR07408,Keratan sulfate degradation
MAR07409,Keratan sulfate degradation
MAR07410,Keratan sulfate degradation
MAR07411,Keratan sulfate degradation
MAR07412,Keratan sulfate degradation
MAR07413,Keratan sulfate degradation
MAR07414,Keratan sulfate degradation
MAR07415,Keratan sulfate degradation
MAR07416,Keratan sulfate degradation
MAR07417,Keratan sulfate degradation
MAR07418,Keratan sulfate degradation
MAR07419,Keratan sulfate degradation
MAR07420,Keratan sulfate degradation
MAR07421,Keratan sulfate degradation
MAR07422,Keratan sulfate degradation
MAR07423,Keratan sulfate degradation
MAR07424,Keratan sulfate degradation
MAR07425,Keratan sulfate degradation
MAR07426,Keratan sulfate degradation
MAR07427,Keratan sulfate degradation
MAR07455,Keratan sulfate degradation
MAR07456,Keratan sulfate degradation
MAR07457,Keratan sulfate degradation
MAR07458,Keratan sulfate degradation
MAR07459,Keratan sulfate degradation
MAR07460,Keratan sulfate degradation
MAR07461,Keratan sulfate degradation
MAR07462,Keratan sulfate degradation
MAR07463,Keratan sulfate degradation
MAR07464,Keratan sulfate degradation
MAR07465,Keratan sulfate degradation
MAR07466,Keratan sulfate degradation
MAR07467,Keratan sulfate degradation
MAR07468,Keratan sulfate degradation
MAR07469,Keratan sulfate degradation
MAR07484,Keratan sulfate degradation
MAR07485,Keratan sulfate degradation
MAR07486,Keratan sulfate degradation
MAR07487,Keratan sulfate degradation
MAR07488,Keratan sulfate degradation
MAR07489,Keratan sulfate degradation
MAR08643,Isolated
MAR08645,Isolated
MAR01581,Bile acid biosynthesis
MAR01584,Bile acid biosynthesis
MAR01585,Bile acid biosynthesis
MAR01590,Bile acid biosynthesis
MAR01593,Transport reactions
MAR01595,Bile acid biosynthesis
MAR01599,Bile acid biosynthesis
MAR01604,Bile acid biosynthesis
MAR01605,Bile acid biosynthesis
MAR01608,Bile acid biosynthesis
MAR01609,Bile acid biosynthesis
MAR01610,Bile acid biosynthesis
MAR01611,Bile acid biosynthesis
MAR01613,Bile acid biosynthesis
MAR01614,Bile acid biosynthesis
MAR01619,Transport reactions
MAR01620,Transport reactions
MAR01622,Transport reactions
MAR01624,Bile acid biosynthesis
MAR01625,Bile acid biosynthesis
MAR01627,Bile acid biosynthesis
MAR01630,Transport reactions
MAR01632,Bile acid biosynthesis
MAR01635,Bile acid biosynthesis
MAR01637,Bile acid biosynthesis
MAR01638,Bile acid biosynthesis
MAR01639,Bile acid biosynthesis
MAR01642,Bile acid biosynthesis
MAR01646,Bile acid biosynthesis
MAR01652,Bile acid biosynthesis
MAR01653,Bile acid biosynthesis
MAR01656,Transport reactions
MAR01660,Bile acid biosynthesis
MAR01662,Bile acid biosynthesis
MAR01663,Bile acid biosynthesis
MAR01665,Transport reactions
MAR01666,Transport reactions
MAR01673,Bile acid biosynthesis
MAR01676,Bile acid biosynthesis
MAR01679,Transport reactions
MAR01681,Bile acid biosynthesis
MAR01682,Bile acid biosynthesis
MAR01684,Bile acid biosynthesis
MAR01685,Bile acid biosynthesis
MAR01687,Bile acid biosynthesis
MAR01689,Bile acid biosynthesis
MAR01691,Bile acid biosynthesis
MAR01692,Bile acid biosynthesis
MAR01693,Bile acid biosynthesis
MAR01694,Transport reactions
MAR01695,Transport reactions
MAR01696,Transport reactions
MAR01697,Bile acid biosynthesis
MAR01699,Bile acid biosynthesis
MAR01700,Bile acid biosynthesis
MAR01703,Bile acid biosynthesis
MAR01706,Bile acid biosynthesis
MAR01708,Bile acid biosynthesis
MAR01710,Bile acid biosynthesis
MAR01718,Bile acid biosynthesis
MAR01726,Bile acid biosynthesis
MAR01727,Bile acid biosynthesis
MAR01735,Bile acid biosynthesis
MAR01737,Bile acid biosynthesis
MAR01738,Bile acid biosynthesis
MAR01739,Bile acid biosynthesis
MAR01740,Bile acid biosynthesis
MAR01741,Bile acid biosynthesis
MAR01742,Bile acid biosynthesis
MAR01743,Bile acid biosynthesis
MAR01744,Transport reactions
MAR01745,Transport reactions
MAR01746,Bile acid biosynthesis
MAR01747,Bile acid biosynthesis
MAR01748,Bile acid biosynthesis
MAR01749,Bile acid biosynthesis
MAR01750,Bile acid biosynthesis
MAR01751,Bile acid biosynthesis
MAR01752,Transport reactions
MAR01753,Transport reactions
MAR01754,Bile acid biosynthesis
MAR01756,Bile acid biosynthesis
MAR01758,Transport reactions
MAR01759,Transport reactions
MAR01760,Bile acid biosynthesis
MAR01761,Bile acid biosynthesis
MAR01762,Bile acid biosynthesis
MAR01766,Bile acid biosynthesis
MAR01786,Bile acid biosynthesis
MAR01797,Bile acid biosynthesis
MAR01802,Bile acid biosynthesis
MAR01803,Bile acid biosynthesis
MAR01804,Bile acid biosynthesis
MAR01805,Bile acid biosynthesis
MAR01806,Bile acid biosynthesis
MAR01807,Bile acid biosynthesis
MAR01810,Bile acid biosynthesis
MAR01811,Bile acid biosynthesis
MAR01813,Bile acid biosynthesis
MAR01830,Bile acid biosynthesis
MAR01832,Bile acid biosynthesis
MAR01833,Bile acid biosynthesis
MAR03799,Bile acid biosynthesis
MAR03908,Bile acid biosynthesis
MAR03910,Bile acid biosynthesis
MAR04679,Bile acid biosynthesis
MAR08063,Bile acid biosynthesis
MAR08065,Bile acid biosynthesis
MAR01848,Bile acid recycling
MAR01852,Transport reactions
MAR01853,Bile acid recycling
MAR01855,Transport reactions
MAR01862,Bile acid recycling
MAR01863,Bile acid recycling
MAR01864,Bile acid recycling
MAR01865,Bile acid recycling
MAR01866,Bile acid recycling
MAR01867,Bile acid recycling
MAR01868,Bile acid recycling
MAR01870,Bile acid recycling
MAR01872,Bile acid recycling
MAR01874,Bile acid recycling
MAR01875,Bile acid recycling
MAR01876,Bile acid recycling
MAR01877,Bile acid recycling
MAR01878,Transport reactions
MAR01879,Bile acid recycling
MAR01880,Bile acid recycling
MAR01881,Bile acid recycling
MAR01882,Bile acid recycling
MAR01883,Bile acid recycling
MAR01884,Bile acid recycling
MAR01885,Bile acid recycling
MAR01886,Bile acid recycling
MAR01887,Bile acid recycling
MAR01888,Bile acid recycling
MAR01889,Bile acid recycling
MAR01890,Bile acid recycling
MAR01891,Bile acid recycling
MAR01892,Bile acid recycling
MAR01893,Bile acid recycling
MAR01894,Bile acid recycling
MAR01895,Transport reactions
MAR01896,Bile acid recycling
MAR01897,Transport reactions
MAR08262,Blood group biosynthesis
MAR08275,Blood group biosynthesis
MAR08276,Blood group biosynthesis
MAR08277,Blood group biosynthesis
MAR08278,Blood group biosynthesis
MAR08280,Blood group biosynthesis
MAR08284,Blood group biosynthesis
MAR08285,Blood group biosynthesis
MAR08286,Blood group biosynthesis
MAR08287,Blood group biosynthesis
MAR08291,Blood group biosynthesis
MAR08292,Blood group biosynthesis
MAR08293,Blood group biosynthesis
MAR08294,Blood group biosynthesis
MAR08305,Blood group biosynthesis
MAR08306,Blood group biosynthesis
MAR08307,Blood group biosynthesis
MAR08308,Blood group biosynthesis
MAR08309,Blood group biosynthesis
MAR08316,Blood group biosynthesis
MAR08322,Blood group biosynthesis
MAR08325,Blood group biosynthesis
MAR08326,Blood group biosynthesis
MAR08330,Blood group biosynthesis
MAR08331,Blood group biosynthesis
MAR08332,Blood group biosynthesis
MAR08333,Blood group biosynthesis
MAR08334,Blood group biosynthesis
MAR08337,Blood group biosynthesis
MAR00712,Nicotinate and nicotinamide metabolism
MAR03992,Nicotinate and nicotinamide metabolism
MAR04228,Nicotinate and nicotinamide metabolism
MAR04251,Nicotinate and nicotinamide metabolism
MAR04252,Nicotinate and nicotinamide metabolism
MAR04255,Nicotinate and nicotinamide metabolism
MAR04257,Nicotinate and nicotinamide metabolism
MAR04260,Nicotinate and nicotinamide metabolism
MAR04261,Nicotinate and nicotinamide metabolism
MAR04262,Nicotinate and nicotinamide metabolism
MAR04263,Nicotinate and nicotinamide metabolism
MAR04264,Nicotinate and nicotinamide metabolism
MAR04267,Nicotinate and nicotinamide metabolism
MAR04269,Nicotinate and nicotinamide metabolism
MAR04270,Nicotinate and nicotinamide metabolism
MAR04271,Transport reactions
MAR04276,Nicotinate and nicotinamide metabolism
MAR04278,Nicotinate and nicotinamide metabolism
MAR04662,Nicotinate and nicotinamide metabolism
MAR07623,Nicotinate and nicotinamide metabolism
MAR07625,Nicotinate and nicotinamide metabolism
MAR07676,Nicotinate and nicotinamide metabolism
MAR08790,Nicotinate and nicotinamide metabolism
MAR08791,Nicotinate and nicotinamide metabolism
MAR03871,Pantothenate and CoA biosynthesis
MAR04058,Pantothenate and CoA biosynthesis
MAR04500,Pantothenate and CoA biosynthesis
MAR04714,Pantothenate and CoA biosynthesis
MAR04715,Pantothenate and CoA biosynthesis
MAR04716,Pantothenate and CoA biosynthesis
MAR04717,Pantothenate and CoA biosynthesis
MAR04718,Pantothenate and CoA biosynthesis
MAR04723,Pantothenate and CoA biosynthesis
MAR04725,Pantothenate and CoA biosynthesis
MAR04727,Pantothenate and CoA biosynthesis
MAR04730,Pantothenate and CoA biosynthesis
MAR04731,Pantothenate and CoA biosynthesis
MAR04732,Pantothenate and CoA biosynthesis
MAR04733,Pantothenate and CoA biosynthesis
MAR04734,Pantothenate and CoA biosynthesis
MAR07731,Pantothenate and CoA biosynthesis
MAR00663,Inositol phosphate metabolism
MAR04308,Inositol phosphate metabolism
MAR06540,Inositol phosphate metabolism
MAR06542,Inositol phosphate metabolism
MAR06543,Inositol phosphate metabolism
MAR06544,Inositol phosphate metabolism
MAR06545,Inositol phosphate metabolism
MAR06546,Inositol phosphate metabolism
MAR06547,Inositol phosphate metabolism
MAR06548,Inositol phosphate metabolism
MAR06549,Inositol phosphate metabolism
MAR06550,Inositol phosphate metabolism
MAR06551,Inositol phosphate metabolism
MAR06552,Inositol phosphate metabolism
MAR06554,Inositol phosphate metabolism
MAR06555,Inositol phosphate metabolism
MAR06556,Inositol phosphate metabolism
MAR06557,Inositol phosphate metabolism
MAR06558,Inositol phosphate metabolism
MAR06559,Inositol phosphate metabolism
MAR06560,Inositol phosphate metabolism
MAR06561,Inositol phosphate metabolism
MAR06562,Inositol phosphate metabolism
MAR06563,Inositol phosphate metabolism
MAR06564,Inositol phosphate metabolism
MAR06565,Inositol phosphate metabolism
MAR06566,Inositol phosphate metabolism
MAR06567,Inositol phosphate metabolism
MAR06568,Inositol phosphate metabolism
MAR06569,Inositol phosphate metabolism
MAR06570,Inositol phosphate metabolism
MAR06571,Inositol phosphate metabolism
MAR06572,Inositol phosphate metabolism
MAR06573,Inositol phosphate metabolism
MAR06574,Inositol phosphate metabolism
MAR06576,Inositol phosphate metabolism
MAR06579,Inositol phosphate metabolism
MAR06580,Inositol phosphate metabolism
MAR06581,Inositol phosphate metabolism
MAR06583,Inositol phosphate metabolism
MAR06584,Inositol phosphate metabolism
MAR06585,Inositol phosphate metabolism
MAR06587,Inositol phosphate metabolism
MAR06591,Inositol phosphate metabolism
MAR06592,Inositol phosphate metabolism
MAR06595,Inositol phosphate metabolism
MAR07652,Inositol phosphate metabolism
MAR07654,Inositol phosphate metabolism
MAR07655,Inositol phosphate metabolism
MAR07656,Inositol phosphate metabolism
MAR08799,Inositol phosphate metabolism
MAR08800,Inositol phosphate metabolism
MAR08803,Inositol phosphate metabolism
MAR08804,Inositol phosphate metabolism
MAR08805,Inositol phosphate metabolism
MAR08807,Inositol phosphate metabolism
MAR08808,Inositol phosphate metabolism
MAR08810,Inositol phosphate metabolism
MAR08811,Inositol phosphate metabolism
MAR08813,Inositol phosphate metabolism
MAR08814,Inositol phosphate metabolism
MAR08815,Inositol phosphate metabolism
MAR08816,Inositol phosphate metabolism
MAR08817,Inositol phosphate metabolism
MAR08818,Inositol phosphate metabolism
MAR08819,Inositol phosphate metabolism
MAR08821,Inositol phosphate metabolism
MAR08822,Inositol phosphate metabolism
MAR08823,Inositol phosphate metabolism
MAR08824,Inositol phosphate metabolism
MAR08826,Inositol phosphate metabolism
MAR08829,Inositol phosphate metabolism
MAR08830,Inositol phosphate metabolism
MAR08831,Inositol phosphate metabolism
MAR08833,Inositol phosphate metabolism
MAR08835,Inositol phosphate metabolism
MAR08836,Inositol phosphate metabolism
MAR03925,Folate metabolism
MAR04332,Folate metabolism
MAR04333,Folate metabolism
MAR04335,Folate metabolism
MAR04336,Folate metabolism
MAR04338,Folate metabolism
MAR04340,Folate metabolism
MAR04440,Folate metabolism
MAR04442,Folate metabolism
MAR04444,Folate metabolism
MAR04446,Folate metabolism
MAR04448,Folate metabolism
MAR04503,Folate metabolism
MAR04505,Folate metabolism
MAR04654,Folate metabolism
MAR04655,Folate metabolism
MAR04656,Folate metabolism
MAR04665,Folate metabolism
MAR04666,Folate metabolism
MAR07908,Folate metabolism
MAR07909,Folate metabolism
MAR07910,Folate metabolism
MAR07911,Folate metabolism
MAR07912,Folate metabolism
MAR07913,Folate metabolism
MAR07916,Folate metabolism
MAR07919,Folate metabolism
MAR07920,Folate metabolism
MAR07921,Folate metabolism
MAR07922,Folate metabolism
MAR07925,Folate metabolism
MAR08105,Folate metabolism
MAR08106,Folate metabolism
MAR08107,Folate metabolism
MAR08108,Folate metabolism
MAR08109,Folate metabolism
MAR08110,Folate metabolism
MAR08112,Folate metabolism
MAR08113,Folate metabolism
MAR08114,Folate metabolism
MAR08115,Folate metabolism
MAR08116,Folate metabolism
MAR08117,Folate metabolism
MAR08129,Folate metabolism
MAR08130,Folate metabolism
MAR08132,Folate metabolism
MAR08133,Folate metabolism
MAR08135,Folate metabolism
MAR08136,Folate metabolism
MAR08137,Folate metabolism
MAR08138,Folate metabolism
MAR08139,Folate metabolism
MAR08140,Folate metabolism
MAR08141,Folate metabolism
MAR08142,Folate metabolism
MAR08143,Folate metabolism
MAR08144,Folate metabolism
MAR08758,Folate metabolism
MAR07661,Biotin metabolism
MAR07662,Biotin metabolism
MAR07663,Biotin metabolism
MAR07668,Biotin metabolism
MAR07669,Biotin metabolism
MAR07670,Biotin metabolism
MAR07671,Biotin metabolism
MAR07672,Biotin metabolism
MAR07673,Biotin metabolism
MAR04160,Biopterin metabolism
MAR04162,Biopterin metabolism
MAR04163,Biopterin metabolism
MAR04165,Biopterin metabolism
MAR04166,Biopterin metabolism
MAR04167,Biopterin metabolism
MAR04169,Biopterin metabolism
MAR04170,Biopterin metabolism
MAR04523,Biopterin metabolism
MAR04539,Biopterin metabolism
MAR04540,Biopterin metabolism
MAR04541,Biopterin metabolism
MAR04542,Biopterin metabolism
MAR04543,Biopterin metabolism
MAR04544,Biopterin metabolism
MAR04817,Biopterin metabolism
MAR04818,Biopterin metabolism
MAR04833,Biopterin metabolism
MAR04834,Biopterin metabolism
MAR04835,Biopterin metabolism
MAR04836,Biopterin metabolism
MAR08538,Biopterin metabolism
MAR08738,Biopterin metabolism
MAR08739,Biopterin metabolism
MAR06394,Ascorbate and aldarate metabolism
MAR06396,Ascorbate and aldarate metabolism
MAR08345,Ascorbate and aldarate metabolism
MAR08349,Ascorbate and aldarate metabolism
MAR03991,Porphyrin metabolism
MAR04657,Porphyrin metabolism
MAR04744,Porphyrin metabolism
MAR04746,Porphyrin metabolism
MAR04748,Porphyrin metabolism
MAR04750,Porphyrin metabolism
MAR04752,Porphyrin metabolism
MAR04755,Porphyrin metabolism
MAR04757,Porphyrin metabolism
MAR04764,Porphyrin metabolism
MAR04771,Porphyrin metabolism
MAR04772,Porphyrin metabolism
MAR08634,Porphyrin metabolism
MAR06630,Retinol metabolism
MAR06631,Retinol metabolism
MAR06632,Retinol metabolism
MAR06633,Retinol metabolism
MAR06634,Retinol metabolism
MAR06636,Retinol metabolism
MAR06638,Retinol metabolism
MAR06641,Retinol metabolism
MAR06642,Retinol metabolism
MAR06643,Retinol metabolism
MAR06644,Retinol metabolism
MAR06645,Retinol metabolism
MAR06646,Retinol metabolism
MAR06647,Retinol metabolism
MAR06649,Retinol metabolism
MAR06650,Retinol metabolism
MAR06651,Retinol metabolism
MAR06652,Retinol metabolism
MAR06654,Retinol metabolism
MAR06655,Retinol metabolism
MAR06656,Retinol metabolism
MAR06657,Retinol metabolism
MAR06658,Retinol metabolism
MAR06659,Retinol metabolism
MAR06664,Retinol metabolism
MAR06665,Retinol metabolism
MAR06668,Retinol metabolism
MAR06669,Retinol metabolism
MAR06674,Retinol metabolism
MAR06675,Retinol metabolism
MAR06676,Retinol metabolism
MAR06677,Retinol metabolism
MAR06678,Retinol metabolism
MAR06682,Retinol metabolism
MAR06687,Retinol metabolism
MAR06690,Retinol metabolism
MAR06691,Retinol metabolism
MAR06692,Retinol metabolism
MAR06693,Retinol metabolism
MAR06700,Retinol metabolism
MAR06701,Retinol metabolism
MAR06702,Retinol metabolism
MAR06703,Retinol metabolism
MAR08700,Retinol metabolism
MAR08709,Retinol metabolism
MAR08710,Retinol metabolism
MAR08711,Retinol metabolism
MAR06506,Riboflavin metabolism
MAR06507,Riboflavin metabolism
MAR06508,Riboflavin metabolism
MAR06509,Riboflavin metabolism
MAR06511,Riboflavin metabolism
MAR04545,Serotonin and melatonin biosynthesis
MAR04553,Serotonin and melatonin biosynthesis
MAR04558,Serotonin and melatonin biosynthesis
MAR04559,Serotonin and melatonin biosynthesis
MAR04561,Serotonin and melatonin biosynthesis
MAR04563,Serotonin and melatonin biosynthesis
MAR04204,Thiamine metabolism
MAR04206,Thiamine metabolism
MAR04207,Thiamine metabolism
MAR04208,Thiamine metabolism
MAR08744,Thiamine metabolism
MAR08613,Vitamin B12 metabolism
MAR08615,Vitamin B12 metabolism
MAR08616,Vitamin B12 metabolism
MAR04064,Vitamin B6 metabolism
MAR04065,Vitamin B6 metabolism
MAR04066,Vitamin B6 metabolism
MAR04067,Vitamin B6 metabolism
MAR04068,Vitamin B6 metabolism
MAR04069,Vitamin B6 metabolism
MAR04070,Vitamin B6 metabolism
MAR04071,Vitamin B6 metabolism
MAR08724,Vitamin B6 metabolism
MAR08725,Vitamin B6 metabolism
MAR02114,Vitamin D metabolism
MAR02115,Vitamin D metabolism
MAR02117,Vitamin D metabolism
MAR02129,Vitamin D metabolism
MAR02130,Vitamin D metabolism
MAR02131,Vitamin D metabolism
MAR02132,Vitamin D metabolism
MAR02133,Vitamin D metabolism
MAR02134,Vitamin D metabolism
MAR02135,Vitamin D metabolism
MAR02136,Vitamin D metabolism
MAR02137,Vitamin D metabolism
MAR02139,Vitamin D metabolism
MAR02142,Vitamin D metabolism
MAR02143,Vitamin D metabolism
MAR02144,Vitamin D metabolism
MAR02145,Vitamin D metabolism
MAR07996,Vitamin D metabolism
MAR06426,Vitamin E metabolism
MAR06428,Vitamin E metabolism
MAR06432,Vitamin E metabolism
MAR06433,Vitamin E metabolism
MAR06434,Vitamin E metabolism
MAR06435,Vitamin E metabolism
MAR06436,Vitamin E metabolism
MAR06441,Vitamin E metabolism
MAR06443,Vitamin E metabolism
MAR06447,Vitamin E metabolism
MAR06448,Vitamin E metabolism
MAR06450,Vitamin E metabolism
MAR06451,Vitamin E metabolism
MAR06453,Vitamin E metabolism
MAR06464,Vitamin E metabolism
MAR06466,Vitamin E metabolism
MAR06470,Vitamin E metabolism
MAR06471,Vitamin E metabolism
MAR06472,Vitamin E metabolism
MAR06473,Vitamin E metabolism
MAR06476,Vitamin E metabolism
MAR06478,Vitamin E metabolism
MAR06482,Vitamin E metabolism
MAR06484,Vitamin E metabolism
MAR06486,Vitamin E metabolism
MAR06488,Vitamin E metabolism
MAR06492,Vitamin E metabolism
MAR06495,Vitamin E metabolism
MAR06496,Vitamin E metabolism
MAR06992,Xenobiotics metabolism
MAR06993,Xenobiotics metabolism
MAR06994,Xenobiotics metabolism
MAR06995,Xenobiotics metabolism
MAR06996,Xenobiotics metabolism
MAR06997,Xenobiotics metabolism
MAR06998,Xenobiotics metabolism
MAR06999,Xenobiotics metabolism
MAR07000,Xenobiotics metabolism
MAR07001,Xenobiotics metabolism
MAR07002,Xenobiotics metabolism
MAR07003,Xenobiotics metabolism
MAR07004,Xenobiotics metabolism
MAR07005,Xenobiotics metabolism
MAR07013,Xenobiotics metabolism
MAR07014,Xenobiotics metabolism
MAR07017,Xenobiotics metabolism
MAR07019,Xenobiotics metabolism
MAR07021,Xenobiotics metabolism
MAR07022,Xenobiotics metabolism
MAR07023,Xenobiotics metabolism
MAR07024,Xenobiotics metabolism
MAR07025,Xenobiotics metabolism
MAR07026,Xenobiotics metabolism
MAR07027,Xenobiotics metabolism
MAR07028,Xenobiotics metabolism
MAR07029,Xenobiotics metabolism
MAR07030,Xenobiotics metabolism
MAR07033,Xenobiotics metabolism
MAR07034,Xenobiotics metabolism
MAR07036,Xenobiotics metabolism
MAR07038,Xenobiotics metabolism
MAR07040,Xenobiotics metabolism
MAR07041,Xenobiotics metabolism
MAR07042,Xenobiotics metabolism
MAR07048,Xenobiotics metabolism
MAR07050,Xenobiotics metabolism
MAR07052,Xenobiotics metabolism
MAR07053,Xenobiotics metabolism
MAR07054,Xenobiotics metabolism
MAR07055,Xenobiotics metabolism
MAR07056,Xenobiotics metabolism
MAR07058,Xenobiotics metabolism
MAR07059,Xenobiotics metabolism
MAR07060,Xenobiotics metabolism
MAR07078,Xenobiotics metabolism
MAR07079,Xenobiotics metabolism
MAR07080,Xenobiotics metabolism
MAR07081,Xenobiotics metabolism
MAR07082,Xenobiotics metabolism
MAR07083,Xenobiotics metabolism
MAR07084,Xenobiotics metabolism
MAR07088,Xenobiotics metabolism
MAR07089,Xenobiotics metabolism
MAR07099,Xenobiotics metabolism
MAR07100,Xenobiotics metabolism
MAR07103,Xenobiotics metabolism
MAR07688,Xenobiotics metabolism
MAR08038,Xenobiotics metabolism
MAR08049,Xenobiotics metabolism
MAR09569,Xenobiotics metabolism
MAR03955,Miscellaneous
MAR03984,Miscellaneous
MAR04201,Miscellaneous
MAR04202,Miscellaneous
MAR05363,Miscellaneous
MAR05406,Miscellaneous
MAR07794,Miscellaneous
MAR08617,Miscellaneous
MAR08752,Miscellaneous
MAR09474,Isolated
MAR09488,Isolated
MAR09489,Isolated
MAR09493,Isolated
MAR09494,Isolated
MAR09516,Isolated
MAR09517,Isolated
MAR09561,Isolated
MAR09571,Isolated
MAR09572,Isolated
MAR09581,Transport reactions
MAR09583,Transport reactions
MAR00010,Pool reactions
MAR00553,Pool reactions
MAR00561,Pool reactions
MAR05238,Pool reactions
MAR05243,Pool reactions
MAR00004,Transport reactions
MAR00006,Transport reactions
MAR00009,Transport reactions
MAR00015,Transport reactions
MAR00018,Transport reactions
MAR00155,Transport reactions
MAR00164,Transport reactions
MAR00167,Transport reactions
MAR00170,Transport reactions
MAR00173,Transport reactions
MAR00176,Transport reactions
MAR00179,Transport reactions
MAR00183,Transport reactions
MAR00187,Transport reactions
MAR00190,Transport reactions
MAR00191,Transport reactions
MAR00194,Transport reactions
MAR00195,Transport reactions
MAR00198,Transport reactions
MAR00199,Transport reactions
MAR00202,Transport reactions
MAR00203,Transport reactions
MAR00207,Transport reactions
MAR00208,Transport reactions
MAR00211,Transport reactions
MAR00212,Transport reactions
MAR00215,Transport reactions
MAR00216,Transport reactions
MAR00224,Transport reactions
MAR00225,Transport reactions
MAR00231,Transport reactions
MAR00232,Transport reactions
MAR00235,Transport reactions
MAR00236,Transport reactions
MAR00239,Transport reactions
MAR00240,Transport reactions
MAR00243,Transport reactions
MAR00244,Transport reactions
MAR00247,Transport reactions
MAR00248,Transport reactions
