"","Gene_Symbol","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20","s21","s22","s23","s24","s25","s26","s27","s28","s29","s30"
"6278","ENSG00000138772",2188,465,473,1266,150,0,68,2,871,1416,104,405,0,3,21,2,0,86,183,3092,0,683,949,5481,15146,1422,939,480,476,490
"6279","ENSG00000196975",795,644,805,336,54,309,129,45,634,1264,639,367,47,1,29,0,0,1120,699,1147,1,370,856,683,488,523,878,627,333,667
"6280","ENSG00000164111",3973,3134,3213,372,776,1388,502,17,2870,5307,1273,2021,31,115,109,115,27,5684,3451,7293,73,6431,3543,4756,3788,1606,2780,2413,2465,6902
"6281","ENSG00000197043",11851,12342,15935,5756,6883,5640,2539,302,8096,20751,12885,12187,132,661,297,4117,3064,19684,9698,12407,1478,13229,11677,7753,4624,7624,11572,6825,9952,13419
"6282","ENSG00000138279",2079,2049,1190,20,269,549,280,0,1085,2284,1022,731,0,17,51,45,0,1476,1546,3143,288,1664,1770,1884,2469,1313,1893,1302,971,3121
"6283","ENSG00000265190",2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0,0,3,1,3,2,1,0
"6284","ENSG00000264230",0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,4,0,24,0,2,0,0,0,0,3,0,1,1
"6286","ENSG00000143412",5,7,0,0,14,2,11,0,13,3,5,9,0,0,0,0,0,21,5,22,0,1,13,5,7,12,0,4,8,8
"6287","ENSG00000136250",4718,4723,4686,2270,1570,873,668,22,3000,8558,2457,3947,28,168,253,700,501,4895,3603,6787,309,5165,6294,8408,6398,4752,6027,3901,2483,3758
"6288","ENSG00000230539",61,40,25,0,26,0,0,0,13,48,39,96,2,0,11,0,0,3,35,38,0,48,87,146,55,121,154,47,24,44
"6289","ENSG00000002726",45,2,233,528,4,212,125,2,80,350,27,22,0,0,15,1,1,33,110,41,0,142,86,330,34,33,15,54,329,154
"6290","ENSG00000131480",611,770,405,10,21,186,47,141,476,643,203,425,5,50,49,0,0,223,259,461,0,175,431,962,434,1250,1098,584,487,349
"6291","ENSG00000131471",624,672,395,45,6,148,35,1,217,656,92,145,0,1,45,97,0,244,220,516,3,54,343,735,183,682,781,505,564,298
"6292","ENSG00000291070",17,30,0,0,0,2,6,0,2,32,3,2,0,1,1,0,0,9,19,12,2,0,13,30,5,44,13,21,18,10
"6293","ENSG00000138356",0,3,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,3,0,0,2,2,0,0,1,3,0,5
"6294","ENSG00000243478",2,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,7,3,0,0,1,2,1,0,3,0,0,6
"6295","ENSG00000290905",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,1,0,0,0,2,0,1
"6724","ENSG00000138660",335,181,86,11,6,84,4,4,29,139,84,29,0,0,5,0,0,37,211,389,0,1,224,220,228,50,62,43,19,35
"6725","ENSG00000100280",3263,3061,3365,760,1177,2444,626,449,2358,4140,3533,3988,123,134,186,538,0,7071,3058,3873,0,2599,3614,2711,1501,3089,4471,2392,2817,6233
"6726","ENSG00000290475",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3
"6727","ENSG00000232707",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6728","ENSG00000166747",3976,3429,801,268,123,778,191,18,931,1958,1117,704,57,50,108,275,1,961,2280,2176,8,286,2934,4345,2175,2933,3757,1901,815,2611
"6729","ENSG00000213983",8242,8646,7359,1992,2517,7108,1575,562,4000,7022,7968,5697,506,248,222,889,843,9902,4920,5032,496,3714,7199,6447,3449,8345,10882,5477,5596,8483
"6730","ENSG00000072958",2265,2293,3223,404,891,2369,734,9,2211,4053,2579,3049,99,146,51,36,0,4181,1898,3218,100,3980,2484,3116,1933,3057,3714,2442,1756,3561
"6731","ENSG00000129354",24,52,193,0,53,72,11,0,33,107,40,133,0,0,0,0,0,138,34,38,0,161,31,141,130,40,91,110,23,218
"6732","ENSG00000106367",215,188,248,33,149,115,55,0,155,311,190,353,1,0,23,155,0,533,323,531,119,497,202,186,149,201,253,169,233,342
"6733","ENSG00000182287",1211,1132,714,364,248,319,115,0,749,2205,267,681,15,4,7,9,21,477,1097,4508,0,1674,1417,1883,950,421,647,586,302,649
"6734","ENSG00000152056",107,59,29,126,69,0,5,9,31,73,32,32,104,2,1,48,0,24,46,39,1,0,32,19,39,33,55,38,23,40
"6735","ENSG00000196961",3439,3378,3669,1473,1951,2092,925,79,2965,3761,2340,4029,132,249,232,200,39,4328,2573,4414,219,5848,2903,3550,1831,3665,6266,3145,2498,2924
"6736","ENSG00000183020",2426,2220,2178,721,406,1615,351,7,1286,2208,1644,1449,122,135,130,27,261,2423,1414,2071,332,2329,1838,1555,770,2015,2409,1583,1279,1796
"6737","ENSG00000006125",4308,3630,3313,358,569,920,444,6,1856,5477,2632,1728,128,144,164,19,68,4520,3176,3376,164,3572,3613,3898,2556,2504,2913,2196,3027,3469
"6738","ENSG00000161203",6966,6434,5763,1611,2782,4871,1180,36,4942,7312,4117,5913,43,22,108,342,717,11356,4804,12135,933,8855,6498,7164,7162,6498,9680,6160,8356,14784
"6739","ENSG00000042753",783,693,939,1323,1826,1004,119,246,769,1231,499,1775,46,75,57,683,9,1650,802,2451,171,2536,980,925,1192,621,842,943,703,1909
"6740","ENSG00000132842",1410,1377,265,222,43,244,98,23,344,1310,508,420,54,66,42,0,0,456,1272,1616,42,1196,1417,2096,1031,762,1146,661,287,810
"6741","ENSG00000103723",35,13,0,3,1,47,2,14,13,18,1,24,6,4,7,2,1,0,12,46,0,5,8,24,8,63,8,21,11,13
"6742","ENSG00000065000",5237,4798,4759,1250,1416,2391,997,213,3209,4845,3418,5070,232,413,604,1185,1300,4907,3603,4970,262,5887,4469,3457,2639,5022,6708,3528,3815,5042
"6743","ENSG00000185009",701,500,257,103,146,118,82,74,245,752,319,133,1,0,11,1,0,539,502,938,327,346,604,748,313,274,400,335,207,394
"6744","ENSG00000070718",786,744,192,93,86,444,17,197,122,621,279,126,3,0,39,0,0,398,465,554,0,208,601,576,213,289,408,461,238,663
"6745","ENSG00000177879",572,511,329,305,80,49,90,1,294,596,159,302,146,1,6,34,0,257,342,1145,0,685,448,805,698,356,492,350,145,442
"6746","ENSG00000157823",288,253,305,389,228,64,67,0,246,313,133,265,12,1,0,8,10,311,178,433,115,71,284,376,96,288,354,164,255,513
"6747","ENSG00000134262",1752,1981,1020,26,190,1475,224,89,566,1469,1007,352,3,1,11,1,2,953,1049,1079,68,401,1504,1030,562,1261,1320,1080,385,1446
"6748","ENSG00000226167",1,0,0,4,1,1,0,0,0,0,0,0,4,0,0,1,0,0,2,4,0,0,0,0,0,1,1,1,0,0
"6749","ENSG00000081014",321,385,8,3,30,5,28,10,59,297,239,112,9,2,5,0,1,174,329,396,0,0,465,403,78,142,229,191,55,293
"6750","ENSG00000221838",263,198,160,187,321,172,32,36,145,211,217,234,53,2,35,33,2,295,155,283,1,226,277,115,51,188,257,171,162,197
"6751","ENSG00000100478",92,61,40,40,3,25,2,1,62,73,57,59,0,31,1,2,1,35,78,79,0,260,57,60,33,71,77,46,27,71
"6752","ENSG00000254470",1154,1051,1007,920,281,135,285,411,1025,894,418,1522,109,356,170,40,0,642,715,1482,183,2507,643,2564,2774,2716,2966,1072,942,1748
"6753","ENSG00000053770",746,554,297,52,0,79,23,6,168,409,184,94,0,18,16,3,1,282,435,687,281,172,563,769,327,230,372,264,100,234
"6754","ENSG00000125843",259,238,449,193,355,213,45,1,218,323,220,185,52,3,30,28,0,571,131,184,1,103,159,119,210,179,237,136,212,496
"6755","ENSG00000242802",2202,2611,2211,946,1081,1911,468,399,2096,2752,2979,4725,481,871,954,868,10,3439,2292,2708,611,2264,2740,2809,1442,4746,4733,2427,3108,3761
"6756","ENSG00000120868",1887,1829,459,104,51,281,63,5,638,1617,548,675,9,4,148,54,0,461,1596,2881,0,846,1865,5724,838,1496,1948,1356,888,604
"6757","ENSG00000107282",21,17,13,5,0,1,1,14,4,26,83,45,6,6,3,3,4,14,28,27,0,1,61,16,2,8,52,23,15,2
"6758","ENSG00000034053",1237,1087,447,159,302,978,89,83,369,1077,1322,1207,68,112,101,71,2,1601,1366,799,40,405,1013,578,138,1046,1205,627,970,954
"6759","ENSG00000011132",761,779,886,236,663,795,192,90,650,699,796,939,22,291,117,37,12,1685,784,916,0,983,917,623,327,1263,1360,928,1032,1514
"6760","ENSG00000166313",1399,1666,1364,133,691,1465,187,26,539,1487,1364,861,6,152,54,319,2,2157,1072,756,25,2022,1257,721,306,1159,1477,776,1752,2732
"6761","ENSG00000077420",10109,7726,6710,1419,956,1844,1394,57,4275,10920,4278,7297,275,123,430,14,43,6341,4032,12784,293,6991,7398,16902,10315,12459,14709,7081,5368,3917
"6762","ENSG00000163697",36,38,1,2,1,2,9,0,9,34,10,41,2,1,3,1,801,2,31,29,0,2,36,41,11,7,6,15,11,38
"6763","ENSG00000113108",2184,1914,1094,555,294,1062,264,121,827,1631,1766,1041,124,75,199,391,7,2771,1788,1870,288,952,2172,2700,474,2484,3191,1471,3100,1521
"6764","ENSG00000134982",1810,1490,332,21,79,422,53,73,270,1344,577,229,7,1,66,9,0,218,1272,1458,23,732,1689,3129,1233,1203,1432,929,240,411
"6765","ENSG00000115266",6,4,4,5,6,9,0,76,23,67,31,18,382,24,18,2,988,115,26,21,2,20,12,10,2,17,25,30,10,20
"6766","ENSG00000154856",25,7,50,3,14,1,0,1,8,13,29,14,0,0,1,1,0,14,13,147,0,86,29,14,2,11,27,17,8,17
"6767","ENSG00000198768",2,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,2,1,1,0,3,1,1,0,0,0,3,3,0
"6769","ENSG00000132703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
"6770","ENSG00000164062",1569,1868,2396,417,479,1499,540,121,1267,2961,1840,1506,34,246,14,69,51,5302,1254,1970,0,3323,1763,1326,1032,1807,2496,1307,1616,2207
"6771","ENSG00000100823",2991,2099,2233,659,736,1384,468,80,1432,4316,1896,1582,0,1,32,38,39,4217,1643,2171,727,2568,2253,1259,1025,1816,2639,1573,2176,4715
"6772","ENSG00000169188",468,431,913,243,200,307,142,1,319,676,414,342,3,2,0,1,0,748,398,434,0,1,450,333,245,347,480,265,334,533
"6773","ENSG00000117362",2020,2129,3443,1668,1252,928,746,122,1980,3692,2172,3327,65,0,63,46,52,4649,2299,3928,706,3611,2220,2238,2618,2479,3364,1652,2452,7785
"6774","ENSG00000138613",547,411,108,170,160,83,82,2,242,356,130,217,4,65,15,284,0,253,222,708,0,544,289,581,377,197,432,179,157,222
"6775","ENSG00000166181",1134,1086,295,49,48,225,43,0,209,1230,756,162,20,0,5,0,0,875,1173,1288,9,387,1266,1163,368,459,645,620,296,670
"6778","ENSG00000149089",170,116,136,59,36,44,26,2,68,240,79,110,0,1,2,4,2,136,155,239,0,1,174,175,103,87,95,98,39,133
"6781","ENSG00000169621",61,50,20,2,15,44,13,4,42,83,60,64,0,0,26,0,0,20,38,41,1,3,76,35,12,52,80,38,8,9
"6782","ENSG00000171388",1,3,0,1,1,0,1,6,2,3,0,1,33,19,18,0,0,1,1,6,0,2,0,1,1,1,3,6,0,3
"6783","ENSG00000134817",2,1,0,0,0,0,0,1,3,0,1,0,1,0,1,1,0,0,0,2,0,1,0,1,0,0,2,6,0,0
"6784","ENSG00000105290",2,3,0,3,1,1,0,0,1,1,6,2,2,5,8,0,0,20,3,10,0,0,1,2,4,4,1,3,3,4
"6785","ENSG00000084234",15924,12566,9778,1418,1300,2128,1868,164,8464,21213,5484,6799,303,914,842,234,144,12795,8932,22793,753,13788,15258,25286,13664,11318,18089,11542,10554,21834
"6786","ENSG00000101474",6128,4689,2832,4100,943,953,780,0,4804,8227,3011,4764,109,54,184,0,3017,4618,3598,6986,325,7243,5281,16080,7072,8293,8362,4339,3027,4305
"6787","ENSG00000118137",10,38,1,0,1,1,3,0,7,26,17,24,1,0,0,0,0,18,9,41,0,0,9,10,4,17,15,19,14,69
"6789","ENSG00000158874",0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0
"6790","ENSG00000110244",1,4,1,1,1,1,0,0,1,0,0,2,0,0,0,0,0,1,2,0,0,4,0,2,0,3,0,1,1,0
"6791","ENSG00000110243",1,2,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,3,0,2,1,0,2,2,0,2,0,1
"6792","ENSG00000084674",2,1,2,1,2,1,0,4,0,2,0,1,4,3,0,3,2,0,0,4,0,4,0,3,1,2,2,2,1,0
"6793","ENSG00000111701",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6794","ENSG00000124701",2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0
"6795","ENSG00000128383",11452,5912,4571,1425,1254,455,1128,63,5005,3966,2145,4557,192,697,284,26,324,3028,4591,8188,311,4970,5095,19967,22887,14876,15169,6454,5853,9420
"6796","ENSG00000248822",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6797","ENSG00000179750",998,298,255,37,12,1,17,0,176,127,145,148,0,2,6,1,2,119,225,95,2,14,115,1140,327,238,1036,110,78,1503
"6798","ENSG00000249310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,17,0,0,1
"6799","ENSG00000244509",1620,1918,3757,6913,4822,1901,559,1067,2342,7016,1951,2661,66,319,166,3381,3347,4595,1609,2232,1207,4007,2388,1372,1998,1652,1934,2108,2125,4155
"6800","ENSG00000243811",559,583,596,156,47,306,81,0,307,741,533,452,0,0,12,3,0,850,331,271,1,793,447,323,236,581,581,301,378,543
"6801","ENSG00000128394",202,196,225,4,76,91,29,0,111,229,162,160,2,1,9,8,0,321,135,159,0,161,173,132,352,286,215,170,266,294
"6802","ENSG00000239713",2424,2462,1437,1530,577,593,253,83,1515,3398,2074,1651,44,49,30,174,222,3955,1928,1475,115,1906,3875,1434,4381,2056,2252,1735,1691,4671
"6803","ENSG00000100298",160,100,189,0,16,0,22,0,100,111,96,73,0,0,0,0,0,175,118,97,112,58,100,66,43,66,129,60,65,607
"6804","ENSG00000173627",0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"6805","ENSG00000184730",6069,6580,7541,5568,6255,2240,2019,1315,9183,6184,6412,31046,1520,1684,3407,1680,1004,9027,7055,12302,1139,26149,7098,11044,4908,17557,14890,9307,7543,2759
"6806","ENSG00000130208",2,1,0,0,15,19,0,0,0,7,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,5,1,51
"6807","ENSG00000291128",0,2,0,3,3,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,1,0
"6808","ENSG00000234906",0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1
"6809","ENSG00000110245",0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"6810","ENSG00000267467",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6812","ENSG00000189058",0,0,0,0,1,0,0,6,1,0,2,0,3,4,0,0,0,0,1,4,0,3,0,2,0,0,0,11,1,0
"6813","ENSG00000130203",46,25,35,1,75,41,4,55,25,87,62,29,0,3,11,0,1,0,20,31,0,64,27,27,8,28,29,27,75,51
"6814","ENSG00000175336",1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1
"6815","ENSG00000091583",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6816","ENSG00000100342",1084,1024,1566,2146,880,399,403,0,948,1183,880,1032,19,49,62,228,430,1715,771,756,360,1357,1107,1496,13926,1253,1127,588,773,587
"6817","ENSG00000128335",3254,2797,5510,3945,1842,788,1069,6,2135,3950,2106,4097,39,222,306,804,328,1418,2263,3614,46,2292,3151,5312,22900,4285,3628,2051,2394,2941
"6818","ENSG00000128284",5190,4007,3015,1036,976,961,420,19,1682,4022,2541,1899,119,53,111,318,699,3620,2210,2810,184,1127,3397,2094,2786,2015,2969,1688,3842,10821
"6819","ENSG00000100336",9,8,2,0,7,0,0,0,2,14,17,12,0,1,1,1,0,2,10,36,0,46,8,20,883,30,14,5,4,2
"6820","ENSG00000128313",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0
"6821","ENSG00000221963",4125,4090,1967,5126,3108,857,365,156,1113,2748,1825,1564,53,140,300,320,207,1711,3370,1580,441,1716,3465,3585,26534,4176,3373,2501,945,4285
"6822","ENSG00000178878",70,26,82,364,156,75,30,91,27,142,121,242,1,5,7,34,1177,147,64,31,1,1,36,49,9,40,50,47,29,50
"6823","ENSG00000204444",42,61,7,31,28,49,4,1,36,13,26,70,140,0,4,0,0,35,30,45,0,1,46,39,49,68,92,43,39,208
"6824","ENSG00000184831",79,61,57,20,4,59,9,0,56,82,54,74,0,0,1,0,0,56,81,120,0,1,78,66,74,39,67,25,24,116
"6825","ENSG00000155008",33,30,9,0,0,0,1,0,6,53,8,0,0,0,0,0,0,24,27,26,0,0,15,30,14,12,20,11,8,12
"6827","ENSG00000240902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"6832","ENSG00000142192",2570,1985,1678,105,286,1446,255,20,805,2846,1574,543,9,114,190,52,1,4382,2200,4938,384,1491,2000,2470,1599,1392,2757,1327,1477,4163
"6833","ENSG00000062725",623,864,219,70,78,89,33,57,204,676,410,243,0,80,10,19,2,351,557,742,0,63,761,899,344,478,601,388,114,516
"6834","ENSG00000157500",679,580,188,6,31,211,47,8,174,673,264,93,6,23,4,2,0,315,669,747,0,215,732,607,282,254,435,370,164,342
"6835","ENSG00000136044",1631,1191,463,116,154,539,92,0,448,1087,421,380,2,33,33,283,0,563,882,1103,1,656,1321,1829,571,964,1223,822,431,1256
"6836","ENSG00000198931",1433,1904,1964,2388,3042,2883,480,72,1722,2503,2145,4247,2,54,50,2188,8,4908,1437,2615,429,2498,1601,885,1156,2296,2639,1284,2795,4444
"6837","ENSG00000137074",551,333,119,93,111,161,26,4,168,300,223,200,18,12,17,32,0,227,272,302,0,148,369,223,249,250,269,267,146,494
"6838","ENSG00000240583",19,13,0,0,114,50,0,0,0,23,13,3,0,1,0,0,0,1,5,9,1,0,11,16,4,2,26,7,10,40
"6839","ENSG00000143595",28,82,104,91,209,185,77,33,17,88,65,324,2,0,0,0,0,228,163,404,0,1,40,200,99,39,79,169,27,82
"6840","ENSG00000178301",5,10,1,0,0,1,0,3,0,0,25,2,3,0,0,0,0,21,2,2,0,0,7,6,0,2,1,1,2,2
"6841","ENSG00000184945",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,2,0,0,0,0,1,1,0,0
"6842","ENSG00000185176",2,0,0,0,0,3,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6843","ENSG00000167580",0,2,0,0,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,0
"6844","ENSG00000165272",875,1009,1400,221,298,883,369,18,435,2140,1096,454,22,22,15,18,0,2350,800,1375,0,1407,601,373,211,914,1019,673,2110,3136
"6845","ENSG00000171885",0,1,0,0,1,0,0,1,1,0,0,0,2,4,7,0,0,0,0,1,0,1,0,1,1,1,0,2,2,1
"6846","ENSG00000260372",0,0,2,0,0,0,0,14,0,0,1,0,1,6,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0
"6847","ENSG00000161798",1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1
"6848","ENSG00000086159",5,0,9,1,0,15,2,0,1,3,0,0,1,0,0,0,0,1,7,8,0,5,5,2,1,5,3,2,0,1
"6849","ENSG00000165269",6,2,0,0,0,1,0,0,1,5,0,0,0,1,0,0,1,42,1,1,0,0,1,2,0,5,1,2,3,3
"6851","ENSG00000181997",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,1,1,0,0,0,0
"6854","ENSG00000103375",0,4,0,0,1,1,0,0,0,0,1,9,0,1,1,0,0,27,0,0,1,2,6,3,2,0,10,1,5,8
"6855","ENSG00000103569",20822,11658,5912,3757,2085,113,1772,226,7473,19655,1541,5624,280,669,428,243,0,1475,5099,28124,319,12674,10981,56457,42167,18980,17317,13097,8765,15031
"6857","ENSG00000021776",1423,1596,402,48,107,596,53,0,208,929,646,223,81,115,23,0,265,407,1144,1097,0,123,1339,1466,412,728,1044,768,257,661
"6858","ENSG00000169083",9,19,20,0,12,0,2,33,9,5,25,4,56,15,32,2,3,60,13,11,1,4,6,20,11,4,5,7,4,7
"6859","ENSG00000078061",2908,4047,4015,2163,2068,3089,784,23,2202,4235,2819,3709,9,208,287,665,81,5410,2704,3642,314,3833,4113,4488,2552,5070,7432,3823,4083,12512
"6860","ENSG00000186635",16753,16694,20259,2834,3586,5713,4043,2272,13890,22085,15815,20304,1108,3997,3806,1233,1004,16498,10413,28266,1538,28947,16912,32039,13478,34448,37628,17615,16141,16364
"6862","ENSG00000245148",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"6863","ENSG00000047365",2564,2195,332,119,30,199,24,62,263,1117,968,161,7,4,37,1,0,480,1947,1056,6,91,3209,2666,1557,980,1409,1070,252,1335
"6864","ENSG00000120318",4389,2910,3956,590,695,716,795,305,2552,3685,1695,3547,65,84,384,298,2,1633,1604,5045,201,3034,3371,7018,1496,7288,8135,4423,4266,2003
"6865","ENSG00000198576",140,227,32,2,25,2125,11,1,43,351,164,112,1,2,17,0,0,479,500,81,0,1,283,290,20,169,342,268,248,820
"6866","ENSG00000095139",2397,2198,1029,105,206,338,212,8,685,2990,1032,640,18,26,34,0,186,1953,1811,2804,95,1390,2390,2927,2087,1116,1492,1277,1261,3038
"6867","ENSG00000109321",289,102,29,31,5,164,3,299,3,98,57,54,0,4,13,149,0,92,100,26,32,1,76,118,195,60,121,77,221,328
"6869","ENSG00000119682",2316,2968,1380,175,322,490,191,15,839,2768,880,734,0,13,94,0,0,1251,1517,2253,214,933,2370,4477,2011,2528,2768,1812,1785,3993
"6870","ENSG00000143761",13479,14381,10746,2527,2784,5530,2441,461,7831,19108,7676,8000,228,306,620,36,619,12818,7468,15840,793,11951,10259,15994,20392,13607,16897,11160,13027,30074
"6874","ENSG00000134287",1730,2244,2751,1287,1128,689,745,1,2182,3717,1474,3632,85,22,118,12,0,4997,2276,4726,308,6474,1667,3564,5684,3331,4668,2776,4155,5690
"6875","ENSG00000168374",2766,2384,1013,671,349,351,226,36,807,3795,506,820,223,57,15,0,0,756,1163,1714,1,1091,1580,2792,2135,1976,1939,1385,1317,2286
"6879","ENSG00000004059",2654,2958,2345,1568,2206,1301,709,4,2291,5354,1176,2898,10,173,45,153,659,2750,1700,3182,158,2143,2397,3452,3388,2789,3550,1988,2618,6633
"6880","ENSG00000165527",4611,3768,3916,664,931,1873,597,238,2095,5287,3427,3345,257,141,246,484,1,5558,3169,3411,0,2977,3776,3554,4530,3779,4952,2904,2743,7874
"6881","ENSG00000101199",3106,3180,2636,574,1222,2369,584,88,1896,2836,3352,3302,24,70,260,62,0,3593,2143,2463,61,2851,2527,2062,799,3822,4881,2187,2941,4274
"6882","ENSG00000149182",2720,2868,3073,1643,1829,1582,500,115,2427,3572,2111,2544,115,212,191,842,815,4505,1985,2645,394,3414,2657,2372,1687,2560,3571,2222,2194,4530
"6883","ENSG00000242247",1388,1122,763,482,167,36,137,4,490,1153,412,408,86,94,25,2,0,434,543,1350,0,420,1175,1355,654,700,852,524,393,880
"6884","ENSG00000066777",2184,1874,529,25,18,395,65,146,308,1730,478,263,16,151,70,5,160,356,1372,1878,0,471,1625,2780,572,983,1158,959,342,792
"6885","ENSG00000124198",2005,1637,288,43,46,232,41,305,164,762,692,134,75,127,52,1,0,657,1286,1231,0,451,1568,1139,312,754,1096,715,300,1688
"6886","ENSG00000164144",393,597,206,64,47,78,23,2,197,604,138,137,0,44,40,0,0,186,412,1098,0,141,798,1427,1556,328,591,330,146,201
"6887","ENSG00000132254",1735,1099,858,122,268,1333,182,138,497,985,901,740,3,124,12,15,14,1031,681,820,56,1291,1154,722,727,1049,1390,727,633,1909
"6888","ENSG00000101246",778,702,963,1028,905,784,195,82,686,1000,1672,1971,79,152,105,172,85,2204,694,791,130,1656,880,528,480,1102,1100,702,752,572
"6889","ENSG00000118520",241,12,32,2,46,0,10,0,38,382,4,157,0,0,0,0,0,1,17,926,0,590,126,2834,378,22,343,161,39,226
"6890","ENSG00000081181",244,43,0,1,4,83,0,0,15,64,30,16,1,0,10,1,0,38,36,36,0,0,67,43,56,32,52,51,20,40
"6891","ENSG00000186103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,1,0
"6894","ENSG00000134884",6116,4657,1523,117,206,1866,206,71,1392,3109,3176,1043,250,229,404,42,3,1535,5086,6309,7,1913,6641,5594,1578,2819,3478,3205,1675,2428
"6895","ENSG00000175220",2162,2810,2939,660,655,1191,757,0,1714,3649,1653,2480,95,103,108,0,1,4133,1810,2221,211,2917,1605,2199,1578,3157,3986,2045,1931,2639
"6896","ENSG00000071205",315,361,433,3,39,181,41,73,250,676,265,281,0,1,33,0,1,500,290,356,0,641,438,280,163,297,342,230,159,305
"6897","ENSG00000198826",119,93,35,10,4,63,4,19,18,76,21,26,0,29,4,103,0,23,137,108,0,6,137,165,69,52,51,74,20,160
"6898","ENSG00000285077",133,160,54,2,3,35,19,41,32,106,99,51,5,3,4,0,1,199,143,84,106,86,127,107,57,92,123,99,45,122
"6899","ENSG00000165322",665,541,48,1,0,75,7,0,69,243,203,19,0,0,8,0,0,108,439,501,0,2,789,609,138,223,281,248,42,76
"6900","ENSG00000075884",3436,3089,1473,1170,539,1123,354,1,1128,5235,687,1600,0,1,41,362,1,784,1377,3754,0,792,3277,5976,2920,1950,2073,1523,813,1174
"6901","ENSG00000140750",1982,1847,1472,32,115,1498,323,141,927,2394,2332,972,136,98,148,73,251,3818,1656,1865,101,942,1909,1876,1032,1907,3104,1938,1837,2068
"6902","ENSG00000146376",304,328,215,73,19,132,18,0,83,527,133,67,0,0,16,97,18,125,284,714,148,166,310,415,171,177,288,185,63,137
"6903","ENSG00000213390",666,589,291,87,51,43,56,0,179,491,261,203,17,0,29,0,0,250,447,1121,0,509,589,1735,307,407,877,448,258,514
"6904","ENSG00000269891",3,15,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,2,5,4,0,0,2,41,3,7,25,3,1,0
"6905","ENSG00000137727",7,20,2,2,0,0,0,1,0,3,7,5,0,1,0,0,0,20,6,4,0,3,21,2,1,8,30,4,2,3
